"study_name_rare","source_rare","study_name_common","source_common","trait_rare","trait_common","tier","match_type"
"ukb-wes-bm-00000173","backman","ukb-d-S62","ukb","ICD10 S62: Fracture at wrist and hand level","Diagnoses - main ICD10: S62 Fracture at wrist and hand level","all","fuzzy4"
"ukb-wes-bm-00002629","backman","ukb-d-S82","ukb","ICD10 S82: Fracture of lower leg, including ankle","Diagnoses - main ICD10: S82 Fracture of lower leg, including ankle","all","fuzzy4"
"ukb-wes-bm-00002265","backman","ukb-d-T82","ukb","ICD10 T82: Complications of cardiac and vascular prosthetic devices, implants and grafts","Diagnoses - main ICD10: T82 Complications of cardiac and vascular prosthetic devices, implants and grafts","all","fuzzy4"
"ukb-wes-bm-00001158","backman","ukb-d-T85","ukb","ICD10 T85: Complications of other internal prosthetic devices, implants and grafts","Diagnoses - main ICD10: T85 Complications of other internal prosthetic devices, implants and grafts","all","fuzzy4"
"ukb-wes-gb-00002626","genebass","ukb-b-10011","ukb","Townsend deprivation index at recruitment","Townsend deprivation index at recruitment","all","exact"
"ukb-wes-gb-00003685","genebass","ukb-b-10215","ukb","Hand grip strength (right)","Hand grip strength (right)","all","exact"
"ukb-wes-gb-00002464","genebass","ukb-b-10387","ukb","Leg pain on walking","Leg pain on walking","all","exact"
"ukb-wes-gb-00000933","genebass","ukb-b-10591","ukb","Chest pain or discomfort","Chest pain or discomfort","all","exact"
"ukb-wes-gb-00000934","genebass","ukb-b-10753","ukb","Diabetes diagnosed by doctor","Diabetes diagnosed by doctor","all","exact"
"ukb-wes-gb-00003689","genebass","ukb-b-10787","ukb","Standing height","Standing height","all","exact"
"ukb-wes-gb-00003772","genebass","ukb-b-10787","ukb","Standing height","Standing height","all","exact"
"ukb-wes-gb-00002637","genebass","ukb-b-10831","ukb","Pack years of smoking","Pack years of smoking","all","exact"
"ukb-wes-gb-00003675","genebass","ukb-b-1096","ukb","Heel bone mineral density (BMD) (left)","Heel bone mineral density (BMD) (left)","all","exact"
"ukb-wes-gb-00003694","genebass","ukb-b-11076","ukb","ECG, phase time","ECG, phase time","all","exact"
"ukb-wes-gb-00002633","genebass","ukb-b-11141","ukb","Forced expiratory volume in 1-second (FEV1), Best measure","Forced expiratory volume in 1-second (FEV1), Best measure","all","exact"
"ukb-wes-gb-00000925","genebass","ukb-b-11297","ukb","Doctor diagnosed asthma","Doctor diagnosed asthma","all","exact"
"ukb-wes-gb-00002625","genebass","ukb-b-11303","ukb","Father's age at death","Father's age at death","all","exact"
"ukb-wes-gb-00002585","genebass","ukb-b-11349","ukb","Folate","Folate","all","exact"
"ukb-wes-gb-00003692","genebass","ukb-b-11361","ukb","ECG, heart rate","ECG, heart rate","all","exact"
"ukb-wes-gb-00003680","genebass","ukb-b-11598","ukb","Pulse wave reflection index","Pulse wave reflection index","all","exact"
"ukb-wes-gb-00002669","genebass","ukb-b-11971","ukb","Pulse wave Arterial Stiffness index","Pulse wave Arterial Stiffness index","all","exact"
"ukb-wes-gb-00003637","genebass","ukb-b-12019","ukb","Peak expiratory flow (PEF)","Peak expiratory flow (PEF)","all","exact"
"ukb-wes-gb-00002574","genebass","ukb-b-12043","ukb","Protein","Protein","all","exact"
"ukb-wes-gb-00003693","genebass","ukb-b-12165","ukb","ECG, load","ECG, load","all","exact"
"ukb-wes-gb-00000927","genebass","ukb-b-1234","ukb","Doctor diagnosed chronic bronchitis","Doctor diagnosed chronic bronchitis","all","exact"
"ukb-wes-gb-00002575","genebass","ukb-b-12379","ukb","Fat","Fat","all","exact"
"ukb-wes-gb-00003668","genebass","ukb-b-12687","ukb","Mother's age at death","Mother's age at death","all","exact"
"ukb-wes-gb-00002704","genebass","ukb-b-12828","ukb","Leg fat-free mass (right)","Leg fat-free mass (right)","all","exact"
"ukb-wes-gb-00002710","genebass","ukb-b-12854","ukb","Arm fat percentage (right)","Arm fat percentage (right)","all","exact"
"ukb-wes-gb-00002572","genebass","ukb-b-13330","ukb","Food weight","Food weight","all","exact"
"ukb-wes-gb-00000936","genebass","ukb-b-13346","ukb","Fractured/broken bones in last 5 years","Fractured/broken bones in last 5 years","all","exact"
"ukb-wes-gb-00002698","genebass","ukb-b-13354","ukb","Whole body fat-free mass","Whole body fat-free mass","all","exact"
"ukb-wes-gb-00002636","genebass","ukb-b-13405","ukb","Forced expiratory volume in 1-second (FEV1), predicted percentage","Forced expiratory volume in 1-second (FEV1), predicted percentage","all","exact"
"ukb-wes-gb-00002705","genebass","ukb-b-14310","ukb","Leg predicted mass (right)","Leg predicted mass (right)","all","exact"
"ukb-wes-gb-00003696","genebass","ukb-b-14461","ukb","Maximum heart rate during fitness test","Maximum heart rate during fitness test","all","exact"
"ukb-wes-gb-00002699","genebass","ukb-b-14540","ukb","Whole body water mass","Whole body water mass","all","exact"
"ukb-wes-gb-00002634","genebass","ukb-b-14713","ukb","Forced vital capacity (FVC), Best measure","Forced vital capacity (FVC), Best measure","all","exact"
"ukb-wes-gb-00003688","genebass","ukb-b-15590","ukb","Hip circumference","Hip circumference","all","exact"
"ukb-wes-gb-00003775","genebass","ukb-b-15590","ukb","Hip circumference","Hip circumference","all","exact"
"ukb-wes-gb-00003676","genebass","ukb-b-15730","ukb","Heel bone mineral density (BMD) T-score, automated (left)","Heel bone mineral density (BMD) T-score, automated (left)","all","exact"
"ukb-wes-gb-00003679","genebass","ukb-b-15892","ukb","Pulse rate","Pulse rate","all","exact"
"ukb-wes-gb-00002708","genebass","ukb-b-16099","ukb","Leg fat-free mass (left)","Leg fat-free mass (left)","all","exact"
"ukb-wes-gb-00002590","genebass","ukb-b-16202","ukb","Carotene","Carotene","all","exact"
"ukb-wes-gb-00002631","genebass","ukb-b-16287","ukb","Mean time to correctly identify matches","Mean time to correctly identify matches","all","exact"
"ukb-wes-gb-00002718","genebass","ukb-b-16407","ukb","Trunk fat percentage","Trunk fat percentage","all","exact"
"ukb-wes-gb-00002713","genebass","ukb-b-16698","ukb","Arm predicted mass (right)","Arm predicted mass (right)","all","exact"
"ukb-wes-gb-00000935","genebass","ukb-b-16855","ukb","Cancer diagnosed by doctor","Cancer diagnosed by doctor","all","exact"
"ukb-wes-gb-00002627","genebass","ukb-b-16881","ukb","Sitting height","Sitting height","all","exact"
"ukb-wes-gb-00003787","genebass","ukb-b-16881","ukb","Sitting height","Sitting height","all","exact"
"ukb-wes-gb-00002579","genebass","ukb-b-17079","ukb","Total sugars","Total sugars","all","exact"
"ukb-wes-gb-00002709","genebass","ukb-b-17271","ukb","Leg predicted mass (left)","Leg predicted mass (left)","all","exact"
"ukb-wes-gb-00002589","genebass","ukb-b-17406","ukb","Retinol","Retinol","all","exact"
"ukb-wes-gb-00002720","genebass","ukb-b-17409","ukb","Trunk fat-free mass","Trunk fat-free mass","all","exact"
"ukb-wes-gb-00003671","genebass","ukb-b-17422","ukb","Age at menopause (last menstrual period)","Age at menopause (last menstrual period)","all","exact"
"ukb-wes-gb-00003667","genebass","ukb-b-17820","ukb","Smoking compared to 10 years previous","Smoking compared to 10 years previous","all","exact"
"ukb-wes-gb-00000939","genebass","ukb-b-17868","ukb","Bilateral oophorectomy (both ovaries removed)","Bilateral oophorectomy (both ovaries removed)","all","exact"
"ukb-wes-gb-00002587","genebass","ukb-b-17881","ukb","Potassium","Potassium","all","exact"
"ukb-wes-gb-00002703","genebass","ukb-b-18096","ukb","Leg fat mass (right)","Leg fat mass (right)","all","exact"
"ukb-wes-gb-00002596","genebass","ukb-b-18103","ukb","Pulse rate, automated reading","Pulse rate, automated reading","all","exact"
"ukb-wes-gb-00000937","genebass","ukb-b-18105","ukb","Had menopause","Had menopause","all","exact"
"ukb-wes-gb-00002670","genebass","ukb-b-18290","ukb","Age hayfever or allergic rhinitis diagnosed by doctor","Age hayfever or allergic rhinitis diagnosed by doctor","all","exact"
"ukb-wes-gb-00000932","genebass","ukb-b-18335","ukb","Wheeze or whistling in the chest in last year","Wheeze or whistling in the chest in last year","all","exact"
"ukb-wes-gb-00000923","genebass","ukb-b-18336","ukb","Seen a psychiatrist for nerves, anxiety, tension or depression","Seen a psychiatrist for nerves, anxiety, tension or depression","all","exact"
"ukb-wes-gb-00002706","genebass","ukb-b-18377","ukb","Leg fat percentage (left)","Leg fat percentage (left)","all","exact"
"ukb-wes-gb-00002671","genebass","ukb-b-18436","ukb","Age asthma diagnosed by doctor","Age asthma diagnosed by doctor","all","exact"
"ukb-wes-gb-00002578","genebass","ukb-b-18445","ukb","Polyunsaturated fat","Polyunsaturated fat","all","exact"
"ukb-wes-gb-00000938","genebass","ukb-b-18541","ukb","Ever used hormone-replacement therapy (HRT)","Ever used hormone-replacement therapy (HRT)","all","exact"
"ukb-wes-gb-00002591","genebass","ukb-b-18593","ukb","Vitamin D","Vitamin D","all","exact"
"ukb-wes-gb-00003664","genebass","ukb-b-18593","ukb","Vitamin D","Vitamin D","all","exact"
"ukb-wes-gb-00002580","genebass","ukb-b-19085","ukb","Englyst dietary fibre","Englyst dietary fibre","all","exact"
"ukb-wes-gb-00003665","genebass","ukb-b-19253","ukb","Age started smoking in current smokers","Age started smoking in current smokers","all","exact"
"ukb-wes-gb-00002586","genebass","ukb-b-19390","ukb","Vitamin C","Vitamin C","all","exact"
"ukb-wes-gb-00002697","genebass","ukb-b-19393","ukb","Whole body fat mass","Whole body fat mass","all","exact"
"ukb-wes-gb-00002712","genebass","ukb-b-19520","ukb","Arm fat-free mass (right)","Arm fat-free mass (right)","all","exact"
"ukb-wes-gb-00002584","genebass","ukb-b-19524","ukb","Vitamin B12","Vitamin B12","all","exact"
"ukb-wes-gb-00003635","genebass","ukb-b-19657","ukb","Forced expiratory volume in 1-second (FEV1)","Forced expiratory volume in 1-second (FEV1)","all","exact"
"ukb-wes-gb-00002716","genebass","ukb-b-19925","ukb","Arm fat-free mass (left)","Arm fat-free mass (left)","all","exact"
"ukb-wes-gb-00002667","genebass","ukb-b-19953","ukb","Body mass index (BMI)","Body mass index (BMI)","all","exact"
"ukb-wes-gb-00002700","genebass","ukb-b-19953","ukb","Body mass index (BMI)","Body mass index (BMI)","all","exact"
"ukb-wes-gb-00003707","genebass","ukb-b-19953","ukb","Body mass index (BMI)","Body mass index (BMI)","all","exact"
"ukb-wes-gb-00003678","genebass","ukb-b-20032","ukb","Heel bone mineral density (BMD) T-score, automated (right)","Heel bone mineral density (BMD) T-score, automated (right)","all","exact"
"ukb-wes-gb-00002719","genebass","ukb-b-20044","ukb","Trunk fat mass","Trunk fat mass","all","exact"
"ukb-wes-gb-00003698","genebass","ukb-b-20124","ukb","Heel bone mineral density (BMD) T-score, automated","Heel bone mineral density (BMD) T-score, automated","all","exact"
"ukb-wes-gb-00003674","genebass","ukb-b-20175","ukb","Systolic blood pressure, automated reading","Systolic blood pressure, automated reading","all","exact"
"ukb-wes-gb-00002714","genebass","ukb-b-20188","ukb","Arm fat percentage (left)","Arm fat percentage (left)","all","exact"
"ukb-wes-gb-00002582","genebass","ukb-b-20447","ukb","Iron","Iron","all","exact"
"ukb-wes-gb-00000928","genebass","ukb-b-20464","ukb","Doctor diagnosed COPD (chronic obstructive pulmonary disease)","Doctor diagnosed COPD (chronic obstructive pulmonary disease)","all","exact"
"ukb-wes-gb-00002702","genebass","ukb-b-20531","ukb","Leg fat percentage (right)","Leg fat percentage (right)","all","exact"
"ukb-wes-gb-00002601","genebass","ukb-b-2134","ukb","Past tobacco smoking","Past tobacco smoking","all","exact"
"ukb-wes-gb-00002600","genebass","ukb-b-223","ukb","Current tobacco smoking","Current tobacco smoking","all","exact"
"ukb-wes-gb-00000940","genebass","ukb-b-2317","ukb","Pace-maker","Pace-maker","all","exact"
"ukb-wes-gb-00002694","genebass","ukb-b-2535","ukb","Falls in the last year","Falls in the last year","all","exact"
"ukb-wes-gb-00003672","genebass","ukb-b-3018","ukb","Age at death","Age at death","all","exact"
"ukb-wes-gb-00003666","genebass","ukb-b-3709","ukb","Wants to stop smoking","Wants to stop smoking","all","exact"
"ukb-wes-gb-00003594","genebass","ukb-b-3768","ukb","Age when periods started (menarche)","Age when periods started (menarche)","all","exact"
"ukb-wes-gb-00003595","genebass","ukb-b-4206","ukb","Age when last used oral contraceptive pill","Age when last used oral contraceptive pill","all","exact"
"ukb-wes-gb-00002629","genebass","ukb-b-4282","ukb","Prospective memory result","Prospective memory result","all","exact"
"ukb-wes-gb-00002465","genebass","ukb-b-4323","ukb","Attempted fluid intelligence (FI) test.","Attempted fluid intelligence (FI) test.","all","exact"
"ukb-wes-gb-00002619","genebass","ukb-b-4462","ukb","Exposure to tobacco smoke at home","Exposure to tobacco smoke at home","all","exact"
"ukb-wes-gb-00003670","genebass","ukb-b-4564","ukb","Age last used hormone-replacement therapy (HRT)","Age last used hormone-replacement therapy (HRT)","all","exact"
"ukb-wes-gb-00002632","genebass","ukb-b-4630","ukb","Neuroticism score","Neuroticism score","all","exact"
"ukb-wes-gb-00003596","genebass","ukb-b-4643","ukb","Age at hysterectomy","Age at hysterectomy","all","exact"
"ukb-wes-gb-00002623","genebass","ukb-b-4650","ukb","Comparative body size at age 10","Comparative body size at age 10","all","exact"
"ukb-wes-gb-00003677","genebass","ukb-b-4657","ukb","Heel bone mineral density (BMD) (right)","Heel bone mineral density (BMD) (right)","all","exact"
"ukb-wes-gb-00002628","genebass","ukb-b-5238","ukb","Fluid intelligence score","Fluid intelligence score","all","exact"
"ukb-wes-gb-00002639","genebass","ukb-b-5238","ukb","Fluid intelligence score","Fluid intelligence score","all","exact"
"ukb-wes-gb-00002592","genebass","ukb-b-5359","ukb","Alcohol","Alcohol","all","exact"
"ukb-wes-gb-00002672","genebass","ukb-b-5801","ukb","Age started wearing glasses or contact lenses","Age started wearing glasses or contact lenses","all","exact"
"ukb-wes-gb-00002581","genebass","ukb-b-5811","ukb","Portion size","Portion size","all","exact"
"ukb-wes-gb-00000002","genebass","ukb-b-5954","ukb","Part of a multiple birth","Part of a multiple birth","all","exact"
"ukb-wes-gb-00003691","genebass","ukb-b-6392","ukb","Longest period of unenthusiasm / disinterest","Longest period of unenthusiasm / disinterest","all","exact"
"ukb-wes-gb-00002711","genebass","ukb-b-6704","ukb","Arm fat mass (right)","Arm fat mass (right)","all","exact"
"ukb-wes-gb-00002595","genebass","ukb-b-6888","ukb","Vitamin E","Vitamin E","all","exact"
"ukb-wes-gb-00000922","genebass","ukb-b-6991","ukb","Seen doctor (GP) for nerves, anxiety, tension or depression","Seen doctor (GP) for nerves, anxiety, tension or depression","all","exact"
"ukb-wes-gb-00003597","genebass","ukb-b-7138","ukb","Age stopped smoking","Age stopped smoking","all","exact"
"ukb-wes-gb-00000924","genebass","ukb-b-7178","ukb","Doctor diagnosed hayfever or allergic rhinitis","Doctor diagnosed hayfever or allergic rhinitis","all","exact"
"ukb-wes-gb-00002707","genebass","ukb-b-7212","ukb","Leg fat mass (left)","Leg fat mass (left)","all","exact"
"ukb-wes-gb-00002576","genebass","ukb-b-7244","ukb","Carbohydrate","Carbohydrate","all","exact"
"ukb-wes-gb-00002573","genebass","ukb-b-7323","ukb","Energy","Energy","all","exact"
"ukb-wes-gb-00002588","genebass","ukb-b-7372","ukb","Magnesium","Magnesium","all","exact"
"ukb-wes-gb-00002638","genebass","ukb-b-7460","ukb","Pack years adult smoking as proportion of life span exposed to smoking","Pack years adult smoking as proportion of life span exposed to smoking","all","exact"
"ukb-wes-gb-00003684","genebass","ukb-b-7478","ukb","Hand grip strength (left)","Hand grip strength (left)","all","exact"
"ukb-wes-gb-00003695","genebass","ukb-b-7551","ukb","Maximum workload during fitness test","Maximum workload during fitness test","all","exact"
"ukb-wes-gb-00002583","genebass","ukb-b-7864","ukb","Vitamin B6","Vitamin B6","all","exact"
"ukb-wes-gb-00003633","genebass","ukb-b-7953","ukb","Forced vital capacity (FVC)","Forced vital capacity (FVC)","all","exact"
"ukb-wes-gb-00003673","genebass","ukb-b-7992","ukb","Diastolic blood pressure, automated reading","Diastolic blood pressure, automated reading","all","exact"
"ukb-wes-gb-00002715","genebass","ukb-b-8338","ukb","Arm fat mass (left)","Arm fat mass (left)","all","exact"
"ukb-wes-gb-00002577","genebass","ukb-b-8369","ukb","Saturated fat","Saturated fat","all","exact"
"ukb-wes-gb-00002635","genebass","ukb-b-8428","ukb","Forced expiratory volume in 1-second (FEV1), predicted","Forced expiratory volume in 1-second (FEV1), predicted","all","exact"
"ukb-wes-gb-00002593","genebass","ukb-b-8537","ukb","Starch","Starch","all","exact"
"ukb-wes-gb-00003681","genebass","ukb-b-8778","ukb","Pulse wave peak to peak time","Pulse wave peak to peak time","all","exact"
"ukb-wes-gb-00002594","genebass","ukb-b-8951","ukb","Calcium","Calcium","all","exact"
"ukb-wes-gb-00003642","genebass","ukb-b-8951","ukb","Calcium","Calcium","all","exact"
"ukb-wes-gb-00002717","genebass","ukb-b-9093","ukb","Arm predicted mass (left)","Arm predicted mass (left)","all","exact"
"ukb-wes-gb-00003686","genebass","ukb-b-9405","ukb","Waist circumference","Waist circumference","all","exact"
"ukb-wes-gb-00003796","genebass","ukb-b-9405","ukb","Waist circumference","Waist circumference","all","exact"
"ukb-wes-gb-00003669","genebass","ukb-b-9487","ukb","Age started hormone-replacement therapy (HRT)","Age started hormone-replacement therapy (HRT)","all","exact"
"ukb-wes-gb-00002463","genebass","ukb-b-9543","ukb","Shortness of breath walking on level ground","Shortness of breath walking on level ground","all","exact"
"ukb-wes-gb-00002602","genebass","ukb-b-960","ukb","Smoking/smokers in household","Smoking/smokers in household","all","exact"
"ukb-wes-gb-00002721","genebass","ukb-b-9685","ukb","Trunk predicted mass","Trunk predicted mass","all","exact"
"ukb-wes-gb-00002597","genebass","ukb-d-12336-irnt","ukb","Ventricular rate","Ventricular rate","all","exact"
"ukb-wes-gb-00002598","genebass","ukb-d-12338-irnt","ukb","P duration","P duration","all","exact"
"ukb-wes-gb-00002599","genebass","ukb-d-12340-irnt","ukb","QRS duration","QRS duration","all","exact"
"ukb-wes-gb-00000877","genebass","ukb-d-20401","ukb","Ever addicted to any substance or behaviour","Ever addicted to any substance or behaviour","all","exact"
"ukb-wes-gb-00000879","genebass","ukb-d-20406","ukb","Ever addicted to alcohol","Ever addicted to alcohol","all","exact"
"ukb-wes-gb-00002641","genebass","ukb-d-20407","ukb","Frequency of failure to fulfil normal expectations due to drinking alcohol in last year","Frequency of failure to fulfil normal expectations due to drinking alcohol in last year","all","exact"
"ukb-wes-gb-00002642","genebass","ukb-d-20408","ukb","Frequency of memory loss due to drinking alcohol in last year","Frequency of memory loss due to drinking alcohol in last year","all","exact"
"ukb-wes-gb-00002643","genebass","ukb-d-20409","ukb","Frequency of feeling guilt or remorse after drinking alcohol in last year","Frequency of feeling guilt or remorse after drinking alcohol in last year","all","exact"
"ukb-wes-gb-00002644","genebass","ukb-d-20413","ukb","Frequency of inability to cease drinking in last year","Frequency of inability to cease drinking in last year","all","exact"
"ukb-wes-gb-00002645","genebass","ukb-d-20414","ukb","Frequency of drinking alcohol","Frequency of drinking alcohol","all","exact"
"ukb-wes-gb-00000880","genebass","ukb-d-20415","ukb","Ongoing addiction to alcohol","Ongoing addiction to alcohol","all","exact"
"ukb-wes-gb-00002646","genebass","ukb-d-20416","ukb","Frequency of consuming six or more units of alcohol","Frequency of consuming six or more units of alcohol","all","exact"
"ukb-wes-gb-00000881","genebass","ukb-d-20417","ukb","Tense, sore, or aching muscles during worst period of anxiety","Tense, sore, or aching muscles during worst period of anxiety","all","exact"
"ukb-wes-gb-00002647","genebass","ukb-d-20433-irnt","ukb","Age at first episode of depression","Age at first episode of depression","all","exact"
"ukb-wes-gb-00002648","genebass","ukb-d-20453","ukb","Ever taken cannabis","Ever taken cannabis","all","exact"
"ukb-wes-gb-00002649","genebass","ukb-d-20454","ukb","Maximum frequency of taking cannabis","Maximum frequency of taking cannabis","all","exact"
"ukb-wes-gb-00002650","genebass","ukb-d-20455-irnt","ukb","Age when last took cannabis","Age when last took cannabis","all","exact"
"ukb-wes-gb-00000883","genebass","ukb-d-20463","ukb","Ever heard an un-real voice","Ever heard an un-real voice","all","exact"
"ukb-wes-gb-00000886","genebass","ukb-d-20471","ukb","Ever seen an un-real vision","Ever seen an un-real vision","all","exact"
"ukb-wes-gb-00000888","genebass","ukb-d-20477","ukb","Ever talked to a health professional about unusual or psychotic experiences","Ever talked to a health professional about unusual or psychotic experiences","all","exact"
"ukb-wes-gb-00002651","genebass","ukb-d-20479","ukb","Ever thought that life not worth living","Ever thought that life not worth living","all","exact"
"ukb-wes-gb-00000889","genebass","ukb-d-20480","ukb","Ever self-harmed","Ever self-harmed","all","exact"
"ukb-wes-gb-00000891","genebass","ukb-d-20483","ukb","Ever attempted suicide","Ever attempted suicide","all","exact"
"ukb-wes-gb-00002652","genebass","ukb-d-20485","ukb","Ever contemplated self-harm","Ever contemplated self-harm","all","exact"
"ukb-wes-gb-00000892","genebass","ukb-d-20486","ukb","Contemplated self-harm in past year","Contemplated self-harm in past year","all","exact"
"ukb-wes-gb-00002653","genebass","ukb-d-20492","ukb","Longest period of mania or irritability","Longest period of mania or irritability","all","exact"
"ukb-wes-gb-00000893","genebass","ukb-d-20499","ukb","Ever sought or received professional help for mental distress","Ever sought or received professional help for mental distress","all","exact"
"ukb-wes-gb-00000894","genebass","ukb-d-20500","ukb","Ever suffered mental distress preventing usual activities","Ever suffered mental distress preventing usual activities","all","exact"
"ukb-wes-gb-00000895","genebass","ukb-d-20501","ukb","Ever had period of mania / excitability","Ever had period of mania / excitability","all","exact"
"ukb-wes-gb-00000896","genebass","ukb-d-20502","ukb","Ever had period extreme irritability","Ever had period extreme irritability","all","exact"
"ukb-wes-gb-00002654","genebass","ukb-d-20505","ukb","Recent easy annoyance or irritability","Recent easy annoyance or irritability","all","exact"
"ukb-wes-gb-00002655","genebass","ukb-d-20506","ukb","Recent feelings or nervousness or anxiety","Recent feelings or nervousness or anxiety","all","exact"
"ukb-wes-gb-00002656","genebass","ukb-d-20507","ukb","Recent feelings of inadequacy","Recent feelings of inadequacy","all","exact"
"ukb-wes-gb-00002657","genebass","ukb-d-20508","ukb","Recent trouble concentrating on things","Recent trouble concentrating on things","all","exact"
"ukb-wes-gb-00002658","genebass","ukb-d-20509","ukb","Recent inability to stop or control worrying","Recent inability to stop or control worrying","all","exact"
"ukb-wes-gb-00002659","genebass","ukb-d-20510","ukb","Recent feelings of depression","Recent feelings of depression","all","exact"
"ukb-wes-gb-00002660","genebass","ukb-d-20511","ukb","Recent poor appetite or overeating","Recent poor appetite or overeating","all","exact"
"ukb-wes-gb-00002661","genebass","ukb-d-20512","ukb","Recent feelings of foreboding","Recent feelings of foreboding","all","exact"
"ukb-wes-gb-00002662","genebass","ukb-d-20514","ukb","Recent lack of interest or pleasure in doing things","Recent lack of interest or pleasure in doing things","all","exact"
"ukb-wes-gb-00002663","genebass","ukb-d-20517","ukb","Trouble falling or staying asleep, or sleeping too much","Trouble falling or staying asleep, or sleeping too much","all","exact"
"ukb-wes-gb-00002664","genebass","ukb-d-20518","ukb","Recent changes in speed/amount of moving or speaking","Recent changes in speed/amount of moving or speaking","all","exact"
"ukb-wes-gb-00002665","genebass","ukb-d-20519","ukb","Recent feelings of tiredness or low energy","Recent feelings of tiredness or low energy","all","exact"
"ukb-wes-gb-00000899","genebass","ukb-d-20534","ukb","Sleeping too much","Sleeping too much","all","exact"
"ukb-wes-gb-00000900","genebass","ukb-d-20535","ukb","Waking too early","Waking too early","all","exact"
"ukb-wes-gb-00002666","genebass","ukb-d-20537","ukb","Frequency of difficulty controlling worry during worst period of anxiety","Frequency of difficulty controlling worry during worst period of anxiety","all","exact"
"ukb-wes-gb-00003598","genebass","ukb-d-30000-irnt","ukb","White blood cell (leukocyte) count","White blood cell (leukocyte) count","all","exact"
"ukb-wes-gb-00003599","genebass","ukb-d-30010-irnt","ukb","Red blood cell (erythrocyte) count","Red blood cell (erythrocyte) count","all","exact"
"ukb-wes-gb-00003600","genebass","ukb-d-30020-irnt","ukb","Haemoglobin concentration","Haemoglobin concentration","all","exact"
"ukb-wes-gb-00003601","genebass","ukb-d-30030-irnt","ukb","Haematocrit percentage","Haematocrit percentage","all","exact"
"ukb-wes-gb-00003603","genebass","ukb-d-30050-irnt","ukb","Mean corpuscular haemoglobin","Mean corpuscular haemoglobin","all","exact"
"ukb-wes-gb-00003604","genebass","ukb-d-30060-irnt","ukb","Mean corpuscular haemoglobin concentration","Mean corpuscular haemoglobin concentration","all","exact"
"ukb-wes-gb-00003605","genebass","ukb-d-30070-irnt","ukb","Red blood cell (erythrocyte) distribution width","Red blood cell (erythrocyte) distribution width","all","exact"
"ukb-wes-gb-00003607","genebass","ukb-d-30090-irnt","ukb","Platelet crit","Platelet crit","all","exact"
"ukb-wes-gb-00003608","genebass","ukb-d-30100-irnt","ukb","Mean platelet (thrombocyte) volume","Mean platelet (thrombocyte) volume","all","exact"
"ukb-wes-gb-00003612","genebass","ukb-d-30140-irnt","ukb","Neutrophill count","Neutrophill count","all","exact"
"ukb-wes-gb-00003613","genebass","ukb-d-30150","ukb","Eosinophill count","Eosinophill count","all","exact"
"ukb-wes-gb-00003614","genebass","ukb-d-30160","ukb","Basophill count","Basophill count","all","exact"
"ukb-wes-gb-00003615","genebass","ukb-d-30180-irnt","ukb","Lymphocyte percentage","Lymphocyte percentage","all","exact"
"ukb-wes-gb-00003616","genebass","ukb-d-30190-irnt","ukb","Monocyte percentage","Monocyte percentage","all","exact"
"ukb-wes-gb-00003617","genebass","ukb-d-30200-irnt","ukb","Neutrophill percentage","Neutrophill percentage","all","exact"
"ukb-wes-gb-00003618","genebass","ukb-d-30210-irnt","ukb","Eosinophill percentage","Eosinophill percentage","all","exact"
"ukb-wes-gb-00003619","genebass","ukb-d-30220-irnt","ukb","Basophill percentage","Basophill percentage","all","exact"
"ukb-wes-gb-00003620","genebass","ukb-d-30240-irnt","ukb","Reticulocyte percentage","Reticulocyte percentage","all","exact"
"ukb-wes-gb-00003624","genebass","ukb-d-30280-irnt","ukb","Immature reticulocyte fraction","Immature reticulocyte fraction","all","exact"
"ukb-wes-gb-00003625","genebass","ukb-d-30290-irnt","ukb","High light scatter reticulocyte percentage","High light scatter reticulocyte percentage","all","exact"
"ukb-wes-gb-00003627","genebass","ukb-d-30500-irnt","ukb","Microalbumin in urine","Microalbumin in urine","all","exact"
"ukb-wes-gb-00002419","genebass","ukb-b-10001","ukb","Operative procedures - secondary OPCS4 (Z84.6 Knee joint)","Operative procedures - secondary OPCS: Z84.6 Knee joint","all","fuzzy"
"ukb-wes-gb-00000294","genebass","ukb-b-10003","ukb","Treatment/medication code (becotide 50 inhaler)","Treatment/medication code: becotide 50 inhaler","all","fuzzy"
"ukb-wes-gb-00000559","genebass","ukb-b-10008","ukb","Treatment/medication code (atorvastatin)","Treatment/medication code: atorvastatin","all","fuzzy"
"ukb-wes-gb-00002471","genebass","ukb-b-10066","ukb","Eye problems/disorders (Other serious eye condition)","Eye problems/disorders: Other serious eye condition","all","fuzzy"
"ukb-wes-gb-00000774","genebass","ukb-b-10097","ukb","Operation code (skin operation or plastic surgery)","Operation code: skin operation or plastic surgery","all","fuzzy"
"ukb-wes-gb-00000123","genebass","ukb-b-10098","ukb","Non-cancer illness code, self-reported (iron deficiency anaemia)","Non-cancer illness code, self-reported: iron deficiency anaemia","all","fuzzy"
"ukb-wes-gb-00001262","genebass","ukb-b-1016","ukb","Operative procedures - main OPCS4 (M29.3 Endoscopic removal of tubal prosthesis from ureter)","Operative procedures - main OPCS: M29.3 Endoscopic removal of tubal prosthesis from ureter","all","fuzzy"
"ukb-wes-gb-00001629","genebass","ukb-b-10164","ukb","Operative procedures - main OPCS4 (X31.2 Intravenous pyelography)","Operative procedures - main OPCS: X31.2 Intravenous pyelography","all","fuzzy"
